cod_tuss,desc_procediemento,rol_ans,subgrupo,grupo,capitulo
20103484,Patologia osteomioarticular em um membro,REEDUCAÇÃO E REABILITAÇÃO DO SISTEMA MÚSCULO-ESQUELÉTICO POR DISTÚRBIOS CONGÊNITOS OU REUMÁTICOS,REABILITAÇÃO,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20103492,Patologia osteomioarticular em dois ou mais membros,REEDUCAÇÃO E REABILITAÇÃO DO SISTEMA MÚSCULO-ESQUELÉTICO POR DISTÚRBIOS CONGÊNITOS OU REUMÁTICOS,REABILITAÇÃO,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20103506,Patologia osteomioarticular em um segmento da coluna,REEDUCAÇÃO E REABILITAÇÃO DO SISTEMA MÚSCULO-ESQUELÉTICO POR DISTÚRBIOS CONGÊNITOS OU REUMÁTICOS,REABILITAÇÃO,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20103514,Patologia osteomioarticular em diferentes segmentos da coluna,REEDUCAÇÃO E REABILITAÇÃO DO SISTEMA MÚSCULO-ESQUELÉTICO POR DISTÚRBIOS CONGÊNITOS OU REUMÁTICOS,REABILITAÇÃO,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20103522,Patologias osteomioarticulares com dependência de atividades da vida diária,REEDUCAÇÃO E REABILITAÇÃO DO SISTEMA MÚSCULO-ESQUELÉTICO POR DISTÚRBIOS CONGÊNITOS OU REUMÁTICOS,REABILITAÇÃO,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20103530,Recuperação funcional pós-operatória ou por imobilização da patologia vertebral,REEDUCAÇÃO E REABILITAÇÃO TRAUMATO-ORTOPÉDICA (EXCLUI TÉCNICAS CINESIOTERÁPICAS ESPECÍFICAS),REABILITAÇÃO,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20103549,Procedimentos mesoterápicos (por região anatômica),---,---,---,---
20103557,Procedimentos mesoterápicos com calcitonina (qualquer segmento),---,---,---,---
20103565,Processos inflamatórios pélvicos,REEDUCAÇÃO E/OU REABILITAÇÃO NOS PROCESSOS INFLAMATÓRIOS PÉLVICOS,REABILITAÇÃO,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20103573,Programa de exercício supervisionado com obtenção de eletrocardiograma e/ou saturação de O2 - sessão individual,---,---,---,---
20103581,Programa de exercício supervisionado com obtenção de eletrocardiograma e/ou saturação de O2 - sessão coletiva,---,---,---,---
20103590,Programa de exercício supervisionado sem obtenção de eletrocardiograma e/ou saturação de O2 - sessão individual,---,---,---,---
20103603,Programa de exercício supervisionado sem obtenção de eletrocardiograma e/ou saturação de O2 - sessão coletiva,---,---,---,---
20103611,Queimados - seguimento ambulatorial para prevenção de sequelas (por segmento),REEDUACAÇÃO E REABILITAÇÃO DE QUEIMADOS PARA PREVENÇÃO DE SEQUELAS,REABILITAÇÃO,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20103620,Reabilitação de paciente com endoprótese,REEDUCAÇÃO E REABILITAÇÃO CARDIOVASCULAR,REABILITAÇÃO,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20103620,Reabilitação de paciente com endoprótese,REEDUCAÇÃO E REABILITAÇÃO TRAUMATO-ORTOPÉDICA (EXCLUI TÉCNICAS CINESIOTERÁPICAS ESPECÍFICAS),REABILITAÇÃO,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20103638,Reabilitação labiríntica (por sessão),REABILITAÇÃO LABIRÍNTICA,REABILITAÇÃO,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20103646,Reabilitação perineal com biofeedback,REABILITAÇÃO PERINEAL/VESICO-URETRAL COM OU SEM BIOFEEDBACK,REABILITAÇÃO,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20103654,Recuperação funcional de distúrbios crânio-faciais,REEDUCAÇÃO E/OU REABILITAÇÃO DE DISTÚRBIOS CRÂNIO-FACIAIS,REABILITAÇÃO,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20103662,Recuperação funcional pós-operatória ou pós-imobilização gessada de patologia osteomioarticular com complicações neurovasculares afetando um membro,REEDUCAÇÃO E REABILITAÇÃO TRAUMATO-ORTOPÉDICA (EXCLUI TÉCNICAS CINESIOTERÁPICAS ESPECÍFICAS),REABILITAÇÃO,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20103670,Recuperação funcional pós-operatória ou pós-imobilização gessada de patologia osteomioarticular com complicações neurovasculares afetando mais de um membro,REEDUCAÇÃO E REABILITAÇÃO TRAUMATO-ORTOPÉDICA (EXCLUI TÉCNICAS CINESIOTERÁPICAS ESPECÍFICAS),REABILITAÇÃO,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20103689,Retardo do desenvolvimento psicomotor,REEDUCAÇÃO E REABILITAÇÃO NO RETARDO DO DESENVOLVIMENTO PSICOMOTOR,REABILITAÇÃO,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20103697,Sequelas de traumatismos torácicos e abdominais,REABILITACAO E REEDUCACAO DE SEQÜELAS EM TRAUMATISMOS E POLITRAUMATIZADOS,REABILITAÇÃO,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20103700,Sequelas em politraumatizados (em diferentes segmentos),REABILITACAO E REEDUCACAO DE SEQÜELAS EM TRAUMATISMOS E POLITRAUMATIZADOS,REABILITAÇÃO,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20103719,Sinusites,REEDUCAÇÃO E REABILITAÇÃO RESPIRATÓRIA,REABILITAÇÃO,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20103727,Reabilitação cardíaca supervisionada. Programa de 12 semanas. Duas a três sessões por semana (por sessão),REEDUCAÇÃO E REABILITAÇÃO CARDIOVASCULAR,REABILITAÇÃO,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20103743,Exercícios de pleóptica,EXERCÍCIOS DE ORTÓPTICA,REABILITAÇÃO,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20103751,"Leme, análise de marcha",---,---,---,---
20104014,Actinoterapia (por sessão),ACTINOTERAPIA,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20104022,Aplicação de hipossensibilizante - em consultório (AHC) exclusive o alérgeno - planejamento técnico para,APLICAÇÃO DE HIPOSSENSIBILIZANTE,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20104049,Cateterismo vesical em retenção urinária,CATETERISMO VESICAL,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20104057,Cauterização química vesical,CAUTERIZAÇÃO QUÍMICA,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
20104065,Cerumen - remoção (bilateral),CERUMEN - REMOÇÃO,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20104073,Crioterapia (grupo de até 5 lesões),CRIOTERAPIA,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20104081,"Curativos em geral com anestesia, exceto queimados",CURATIVOS EM GERAL COM OU SEM ANESTESIA,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20104090,Curativo de extremidades de origem vascular,CURATIVOS EM GERAL COM OU SEM ANESTESIA,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20104103,"Curativos em geral sem anestesia, exceto queimados",CURATIVOS EM GERAL COM OU SEM ANESTESIA,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20104111,Dilatação uretral (sessão),DILATAÇÃO URETRAL,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20104120,Fototerapia com UVA (PUVA) (por sessão),FOTOTERAPIA COM UVA (PUVA) PARA TRATAMENTO DE PSORÍASE OU VITILIGO,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20104138,Imunoterapia específica - 30 dias - planejamento técnico,PLANEJAMENTO TÉCNICO DA IMUNOTERAPIA ALÉRGENO-ESPECÍFICA,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20104146,Imunoterapia inespecífica - 30 dias - planejamento técnico,PLANEJAMENTO TÉCNICO DA IMUNOTERAPIA ALÉRGENO INESPECÍFICA,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20104154,Instilação vesical ou uretral,INSTILAÇÃO VESICAL OU URETRAL,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20104170,"Sessão de eletroconvulsoterapia (em sala com oxímetro de pulso, monitor de ECG, EEG), sob anestesia",---,---,---,---
20104189,Sessão de oxigenoterapia hiperbárica (por sessão de 2 horas),OXIGENOTERAPIA HIPERBÁRICA (COM DIRETRIZ DE UTILIZAÇÃO),TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20104197,Sessão de psicoterapia de casal,---,---,---,---
20104200,Sessão de psicoterapia de grupo (por paciente),SESSÃO DE PSICOTERAPIA (COM DIRETRIZ DE UTILIZAÇÃO),TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20104219,Sessão de psicoterapia individual,SESSÃO DE PSICOTERAPIA (COM DIRETRIZ DE UTILIZAÇÃO),TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20104227,Sessão de psicoterapia infantil,SESSÃO DE PSICOTERAPIA (COM DIRETRIZ DE UTILIZAÇÃO),TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20104235,Terapia inalatória - por nebulização,TERAPIA INALATÓRIA (NEBULIZAÇÃO),TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20104243,Terapia oncológica com altas doses - planejamento e 1º dia de tratamento,TERAPIA ONCOLÓGICA - PLANEJAMENTO,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20104251,Terapia oncológica com altas doses - por dia subsequente de tratamento,QUIMIOTERAPIA SISTÊMICA,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
20104260,Terapia oncológica com aplicação de medicamentos por via intracavitária ou intratecal - por procedimento,TERAPIA ONCOLÓGICA COM APLICAÇÃO DE MEDICAMENTOS POR VIA INTRACAVITÁRIA OU INTRATECAL,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20104278,Terapia oncológica com aplicação intra-arterial ou intravenosa de medicamentos em infusão de duração mínima de 6 horas - planejamento e 1º dia de tratamento,QUIMIOTERAPIA SISTÊMICA,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
20104278,Terapia oncológica com aplicação intra-arterial ou intravenosa de medicamentos em infusão de duração mínima de 6 horas - planejamento e 1º dia de tratamento,QUIMIOTERAPIA SISTÊMICA COM ISOLAMENTO PROTETOR,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
20104278,Terapia oncológica com aplicação intra-arterial ou intravenosa de medicamentos em infusão de duração mínima de 6 horas - planejamento e 1º dia de tratamento,TERAPIA ONCOLÓGICA COM APLICAÇÃO INTRA-ARTERIAL OU INTRAVENOSA DE MEDICAMENTOS,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20104286,Terapia oncológica com aplicação intra-arterial ou intravenosa de medicamentos em infusão de duração mínima de 6 horas - por dia subsequente de tratamento,QUIMIOTERAPIA SISTÊMICA,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
20104286,Terapia oncológica com aplicação intra-arterial ou intravenosa de medicamentos em infusão de duração mínima de 6 horas - por dia subsequente de tratamento,QUIMIOTERAPIA SISTÊMICA COM ISOLAMENTO PROTETOR,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
20104286,Terapia oncológica com aplicação intra-arterial ou intravenosa de medicamentos em infusão de duração mínima de 6 horas - por dia subsequente de tratamento,TERAPIA ONCOLÓGICA COM APLICAÇÃO INTRA-ARTERIAL OU INTRAVENOSA DE MEDICAMENTOS,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20104294,Terapia oncológica - planejamento e 1º dia de tratamento,TERAPIA ONCOLÓGICA - PLANEJAMENTO,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20104308,Terapia oncológica - por dia subsequente de tratamento,QUIMIOTERAPIA SISTÊMICA,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
20104316,Curativo de ouvido (cada),DUCHA DE POLITZER OU CURATIVO DE OUVIDO,ORELHA MÉDIA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
20104324,Curativo oftalmológico,CURATIVOS EM GERAL COM OU SEM ANESTESIA,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20104332,Bota de Unna - confecção,CURATIVOS EM GERAL COM OU SEM ANESTESIA,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20104340,Cateterismo de canais ejaculadores,---,---,---,---
20104359,Massagem prostática,---,---,---,---
20104367,Pneumoperitônio (por sessão),---,---,---,---
20104375,Pneumotórax artificial,---,---,---,---
20104383,Pulsoterapia intravenosa (por sessão) - ambulatorial,PULSOTERAPIA,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20104391,Terapia imunobiológica intravenosa (por sessão) - ambulatorial,"TERAPIA IMUNOBIOLÓGICA ENDOVENOSA, INTRAMUSCULAR OU SUBCUTÂNEA (COM DIRETRIZ DE UTILIZAÇÃO)",TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20104405,Terapia fotodinâmica,---,---,---,---
20104413,Estimulação magnética transcraniana superficial (repetida) - EMT,---,---,---,---
20104421,Terapia imunobiológica subcutânea (por sessão) ambulatorial,"TERAPIA IMUNOBIOLÓGICA ENDOVENOSA, INTRAMUSCULAR OU SUBCUTÂNEA (COM DIRETRIZ DE UTILIZAÇÃO)",TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20104430,Terapia antineoplásica oral para tratamento do câncer,TERAPIA ANTINEOPLÁSICA ORAL PARA TRATAMENTO DO CÂNCER (COM DIRETRIZ DE UTILIZAÇÃO),AVALIAÇÕES/ACOMPANHAMENTOS,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20104430,Terapia antineoplásica oral para tratamento do câncer,MEDICAMENTOS PARA O CONTROLE DE EFEITOS ADVERSOS E ADJUVANTES RELACIONADOS A TRATAMENTOS ANTINEOPLÁSICOS (COM DIRETRIZ DE UTILIZAÇÃO),AVALIAÇÕES/ACOMPANHAMENTOS,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20104448,Terapia de pressão negativa - ambulatorial,TERAPIA POR PRESSÃO NEGATIVA (COM DIRETRIZ DE UTILIZAÇÃO),TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20104464,Terapia imunoprofilática com palivizumabe para o vírus sincicial respiratório (por sessão) – ambulatorial,TERAPIA IMUNOPROFILÁTICA COM PALIVIZUMABE PARA O VÍRUS SINCICIAL RESPIRATÓRIO - VSR (COM DIRETRIZ DE UTILIZAÇÃO),TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20104480,Terapia anti-reabsortiva óssea intravenosa – ambulatorial  ,TERAPIA INTRAVENOSA COM ÁCIDO ZOLEDRÔNICO PARA DOENÇA DE PAGET,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20105010,"Perícia forense, por psiquiatra forense",---,---,---,---
20105029,Perícia psiquiátrica administrativa,---,---,---,---
20105037,"Fornecimento de equipamentos coletores e adjuvantes para colostomia, ileostomia e urostomia, sonda vesical de demora e coletor de urina","FORNECIMENTO DE EQUIPAMENTOS COLETORES  E ADJUVANTES PARA COLOSTOMIA, ILEOSTOMIA E UROSTOMIA, SONDA VESICAL DE DEMORA E COLETOR DE URINA (COM PROTOCOLO DE UTILIZAÇÃO - PROUT)",AVALIAÇÕES/ACOMPANHAMENTOS,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20201010,Acompanhamento clínico de transplante renal no período de internação do receptor e do doador (pós-operatório até 15 dias),ACOMPANHAMENTO CLÍNICO DE TRANSPLANTE RENAL NO PERÍODO DE INTERNAÇÃO DO RECEPTOR E DO DOADOR,AVALIAÇÕES/ACOMPANHAMENTOS,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20201028,Acompanhamento peroperatório,VISITA HOSPITALAR,"CONSULTAS, VISITAS HOSPITALARES OU ACOMPANHAMENTO DE PACIENTES",PROCEDIMENTOS GERAIS,PROCEDIMENTOS GERAIS
20201036,Assistência cardiológica peroperatória em cirurgia geral e em parto (primeira hora),VISITA HOSPITALAR,"CONSULTAS, VISITAS HOSPITALARES OU ACOMPANHAMENTO DE PACIENTES",PROCEDIMENTOS GERAIS,PROCEDIMENTOS GERAIS
20201044,Assistência cardiológica peroperatória em cirurgia geral e em parto (horas suplementares) - máximo de 4 horas,VISITA HOSPITALAR,"CONSULTAS, VISITAS HOSPITALARES OU ACOMPANHAMENTO DE PACIENTES",PROCEDIMENTOS GERAIS,PROCEDIMENTOS GERAIS
20201052,"Cardioversão elétrica eletiva (avaliação clínica, eletrocardiográfica, indispensável à desfibrilação)",CARDIOVERSÃO ELÉTRICA COM ELETROCARDIOGRAMA,AVALIAÇÕES/ACOMPANHAMENTOS,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20201060,Rejeição de enxerto renal - tratamento internado - avaliação clínica diária - por visita,VISITA HOSPITALAR,"CONSULTAS, VISITAS HOSPITALARES OU ACOMPANHAMENTO DE PACIENTES",PROCEDIMENTOS GERAIS,PROCEDIMENTOS GERAIS
20201079,Transplante duplo rim-pâncreas - acompanhamento clínico (pós-operatório até 15 dias),---,---,---,---
20201087,"Tratamento conservador de traumatismo cranioencefálico, hipertensão intracraniana e hemorragia (por dia)",CONSULTA MÉDICA,"CONSULTAS, VISITAS HOSPITALARES OU ACOMPANHAMENTO DE PACIENTES",PROCEDIMENTOS GERAIS,PROCEDIMENTOS GERAIS
20201087,"Tratamento conservador de traumatismo cranioencefálico, hipertensão intracraniana e hemorragia (por dia)",VISITA HOSPITALAR,"CONSULTAS, VISITAS HOSPITALARES OU ACOMPANHAMENTO DE PACIENTES",PROCEDIMENTOS GERAIS,PROCEDIMENTOS GERAIS
20201095,Assistência cardiológica no pós-operatório de cirurgia cardíaca (após a alta da UTI),VISITA HOSPITALAR,"CONSULTAS, VISITAS HOSPITALARES OU ACOMPANHAMENTO DE PACIENTES",PROCEDIMENTOS GERAIS,PROCEDIMENTOS GERAIS
20201109,Avaliação clínica diária enteral,AVALIAÇÃO CLÍNICA DIARIA ENTERAL E/OU PARENTERAL,AVALIAÇÕES/ACOMPANHAMENTOS,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20201117,Avaliação clínica diária parenteral,AVALIAÇÃO CLÍNICA DIARIA ENTERAL E/OU PARENTERAL,AVALIAÇÕES/ACOMPANHAMENTOS,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20201125,Avaliação clínica diária parenteral e enteral,AVALIAÇÃO CLÍNICA DIARIA ENTERAL E/OU PARENTERAL,AVALIAÇÕES/ACOMPANHAMENTOS,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20201133,Acompanhamento médico na litotripsia extracorpórea,VISITA HOSPITALAR,"CONSULTAS, VISITAS HOSPITALARES OU ACOMPANHAMENTO DE PACIENTES",PROCEDIMENTOS GERAIS,PROCEDIMENTOS GERAIS
20202016,Cardiotocografia anteparto,CARDIOTOCOGRAFIA,MONITORIZAÇÕES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20202024,Cardiotocografia intraparto (por hora) até 6 horas externa,CARDIOTOCOGRAFIA,MONITORIZAÇÕES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
20202032,Monitorização hemodinâmica invasiva (por 12 horas),AVALIAÇÃO HEMODINÂMICA POR CATETERISMO (AFERIMENTO DE PRESSÃO OU FLUXO ARTERIAL OU VENOSO),RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
20202032,Monitorização hemodinâmica invasiva (por 12 horas),MONITORIZAÇÃO HEMODINÂMICA INVASIVA OU NÃO INVASIVA,MONITORIZAÇÕES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
